region,city,date,time,temperature,max_temperature
Region III,San Fernando,2025-07-09,00:00,40.6,41.8
Region III,San Fernando,2025-07-09,01:00,52.7,54.0
Region III,San Fernando,2025-07-09,02:00,39.6,42.0
Region III,San Fernando,2025-07-09,03:00,52.0,54.1
Region III,San Fernando,2025-07-09,04:00,53.3,54.8
Region III,San Fernando,2025-07-09,05:00,46.0,48.2
Region III,San Fernando,2025-07-09,06:00,56.7,58.1
Region III,San Fernando,2025-07-09,07:00,45.8,48.8
Region III,San Fernando,2025-07-09,08:00,51.3,54.2
Region III,San Fernando,2025-07-09,09:00,50.6,52.2
Region III,San Fernando,2025-07-09,10:00,45.6,48.1
Region III,San Fernando,2025-07-09,11:00,39.5,41.9
Region III,San Fernando,2025-07-09,12:00,37.2,40.2
Region III,San Fernando,2025-07-09,13:00,43.5,46.4
Region III,San Fernando,2025-07-09,14:00,55.8,57.6
Region III,San Fernando,2025-07-09,15:00,43.4,45.6
Region III,San Fernando,2025-07-09,16:00,44.7,47.0
Region III,San Fernando,2025-07-09,17:00,57.4,59.2
Region III,San Fernando,2025-07-09,18:00,58.2,61.1
Region III,San Fernando,2025-07-09,19:00,55.9,57.1
Region III,San Fernando,2025-07-09,20:00,33.1,35.5
Region III,San Fernando,2025-07-09,21:00,35.9,38.6
Region III,San Fernando,2025-07-09,22:00,55.5,57.4
Region III,San Fernando,2025-07-09,23:00,39.5,41.9
Region III,San Fernando,2025-07-10,00:00,34.6,36.6
Region III,San Fernando,2025-07-10,01:00,32.7,35.4
Region III,San Fernando,2025-07-10,02:00,44.4,47.0
Region III,San Fernando,2025-07-10,03:00,33.0,36.0
Region III,San Fernando,2025-07-10,04:00,33.6,35.9
Region III,San Fernando,2025-07-10,05:00,46.5,47.6
Region III,San Fernando,2025-07-10,06:00,44.4,46.4
Region III,San Fernando,2025-07-10,07:00,33.3,34.6
Region III,San Fernando,2025-07-10,08:00,34.9,37.9
Region III,San Fernando,2025-07-10,09:00,36.5,38.3
Region III,San Fernando,2025-07-10,10:00,51.8,53.0
Region III,San Fernando,2025-07-10,11:00,57.6,59.7
Region III,San Fernando,2025-07-10,12:00,44.7,47.4
Region III,San Fernando,2025-07-10,13:00,56.7,58.2
Region III,San Fernando,2025-07-10,14:00,53.1,55.4
Region III,San Fernando,2025-07-10,15:00,39.7,41.1
Region III,San Fernando,2025-07-10,16:00,45.8,47.1
Region III,San Fernando,2025-07-10,17:00,36.6,38.7
Region III,San Fernando,2025-07-10,18:00,34.6,36.6
Region III,San Fernando,2025-07-10,19:00,58.2,61.1
Region III,San Fernando,2025-07-10,20:00,54.3,55.5
Region III,San Fernando,2025-07-10,21:00,40.2,42.8
Region III,San Fernando,2025-07-10,22:00,35.9,38.9
Region III,San Fernando,2025-07-10,23:00,56.6,57.9
Region III,San Fernando,2025-07-11,00:00,57.7,60.1
Region III,San Fernando,2025-07-11,01:00,40.7,42.1
Region III,San Fernando,2025-07-11,02:00,51.4,52.6
Region III,San Fernando,2025-07-11,03:00,33.6,36.0
Region III,San Fernando,2025-07-11,04:00,50.4,52.9
Region III,San Fernando,2025-07-11,05:00,48.3,50.4
Region III,San Fernando,2025-07-11,06:00,51.0,53.8
Region III,San Fernando,2025-07-11,07:00,52.0,54.2
Region III,San Fernando,2025-07-11,08:00,36.8,38.8
Region III,San Fernando,2025-07-11,09:00,56.2,58.2
Region III,San Fernando,2025-07-11,10:00,57.4,59.0
Region III,San Fernando,2025-07-11,11:00,32.7,34.0
Region III,San Fernando,2025-07-11,12:00,52.8,54.5
Region III,San Fernando,2025-07-11,13:00,46.1,48.9
Region III,San Fernando,2025-07-11,14:00,41.6,43.6
Region III,San Fernando,2025-07-11,15:00,51.6,53.3
Region III,San Fernando,2025-07-11,16:00,47.0,49.2
Region III,San Fernando,2025-07-11,17:00,55.2,57.2
Region III,San Fernando,2025-07-11,18:00,55.8,57.9
Region III,San Fernando,2025-07-11,19:00,41.9,44.2
Region III,San Fernando,2025-07-11,20:00,33.9,35.3
Region III,San Fernando,2025-07-11,21:00,40.7,43.5
Region III,San Fernando,2025-07-11,22:00,37.9,39.8
Region III,San Fernando,2025-07-11,23:00,40.6,42.6
Region III,San Fernando,2025-07-12,00:00,32.9,34.7
Region III,San Fernando,2025-07-12,01:00,39.2,42.1
Region III,San Fernando,2025-07-12,02:00,47.3,50.2
Region III,San Fernando,2025-07-12,03:00,56.8,57.9
Region III,San Fernando,2025-07-12,04:00,36.9,39.5
Region III,San Fernando,2025-07-12,05:00,57.8,58.9
Region III,San Fernando,2025-07-12,06:00,42.4,44.6
Region III,San Fernando,2025-07-12,07:00,45.3,48.1
Region III,San Fernando,2025-07-12,08:00,40.7,43.4
Region III,San Fernando,2025-07-12,09:00,54.9,57.2
Region III,San Fernando,2025-07-12,10:00,51.1,53.8
Region III,San Fernando,2025-07-12,11:00,33.1,35.1
Region III,San Fernando,2025-07-12,12:00,42.5,45.2
Region III,San Fernando,2025-07-12,13:00,36.1,38.8
Region III,San Fernando,2025-07-12,14:00,52.6,53.7
Region III,San Fernando,2025-07-12,15:00,36.4,38.0
Region III,San Fernando,2025-07-12,16:00,44.7,45.8
Region III,San Fernando,2025-07-12,17:00,36.3,37.9
Region III,San Fernando,2025-07-12,18:00,38.4,40.3
Region III,San Fernando,2025-07-12,19:00,59.9,62.8
Region III,San Fernando,2025-07-12,20:00,38.1,39.5
Region III,San Fernando,2025-07-12,21:00,57.7,59.2
Region III,San Fernando,2025-07-12,22:00,37.0,38.5
Region III,San Fernando,2025-07-12,23:00,43.7,46.6
Region III,San Fernando,2025-07-13,00:00,43.1,45.9
Region III,San Fernando,2025-07-13,01:00,32.5,33.6
Region III,San Fernando,2025-07-13,02:00,32.3,34.6
Region III,San Fernando,2025-07-13,03:00,54.1,57.1
Region III,San Fernando,2025-07-13,04:00,47.6,50.5
Region III,San Fernando,2025-07-13,05:00,43.1,45.3
Region III,San Fernando,2025-07-13,06:00,56.5,57.8
Region III,San Fernando,2025-07-13,07:00,48.3,50.7
Region III,San Fernando,2025-07-13,08:00,34.7,35.8
Region III,San Fernando,2025-07-13,09:00,48.6,49.8
Region III,San Fernando,2025-07-13,10:00,57.9,59.2
Region III,San Fernando,2025-07-13,11:00,47.1,49.9
Region III,San Fernando,2025-07-13,12:00,36.7,39.4
Region III,San Fernando,2025-07-13,13:00,39.8,41.1
Region III,San Fernando,2025-07-13,14:00,36.8,38.5
Region III,San Fernando,2025-07-13,15:00,56.7,59.4
Region III,San Fernando,2025-07-13,16:00,51.0,53.8
Region III,San Fernando,2025-07-13,17:00,46.7,48.9
Region III,San Fernando,2025-07-13,18:00,43.3,45.5
Region III,San Fernando,2025-07-13,19:00,59.1,61.2
Region III,San Fernando,2025-07-13,20:00,36.9,38.6
Region III,San Fernando,2025-07-13,21:00,52.0,54.9
Region III,San Fernando,2025-07-13,22:00,48.5,50.8
Region III,San Fernando,2025-07-13,23:00,43.4,45.2
Region III,Balanga,2025-07-09,00:00,35.6,38.5
Region III,Balanga,2025-07-09,01:00,50.7,53.0
Region III,Balanga,2025-07-09,02:00,38.3,40.2
Region III,Balanga,2025-07-09,03:00,59.7,61.0
Region III,Balanga,2025-07-09,04:00,40.1,42.6
Region III,Balanga,2025-07-09,05:00,34.5,36.4
Region III,Balanga,2025-07-09,06:00,54.1,57.0
Region III,Balanga,2025-07-09,07:00,37.3,39.3
Region III,Balanga,2025-07-09,08:00,47.1,50.1
Region III,Balanga,2025-07-09,09:00,40.8,43.1
Region III,Balanga,2025-07-09,10:00,50.1,51.9
Region III,Balanga,2025-07-09,11:00,57.8,60.5
Region III,Balanga,2025-07-09,12:00,40.8,41.8
Region III,Balanga,2025-07-09,13:00,34.8,37.3
Region III,Balanga,2025-07-09,14:00,59.0,60.1
Region III,Balanga,2025-07-09,15:00,38.8,41.3
Region III,Balanga,2025-07-09,16:00,58.9,60.9
Region III,Balanga,2025-07-09,17:00,50.0,52.3
Region III,Balanga,2025-07-09,18:00,48.0,50.0
Region III,Balanga,2025-07-09,19:00,43.9,45.7
Region III,Balanga,2025-07-09,20:00,50.1,53.0
Region III,Balanga,2025-07-09,21:00,40.8,42.3
Region III,Balanga,2025-07-09,22:00,40.8,43.3
Region III,Balanga,2025-07-09,23:00,33.9,36.4
Region III,Balanga,2025-07-10,00:00,57.9,59.8
Region III,Balanga,2025-07-10,01:00,40.6,43.4
Region III,Balanga,2025-07-10,02:00,40.8,42.8
Region III,Balanga,2025-07-10,03:00,38.6,41.0
Region III,Balanga,2025-07-10,04:00,45.8,48.6
Region III,Balanga,2025-07-10,05:00,44.0,45.9
Region III,Balanga,2025-07-10,06:00,45.6,46.8
Region III,Balanga,2025-07-10,07:00,34.0,36.9
Region III,Balanga,2025-07-10,08:00,52.3,54.6
Region III,Balanga,2025-07-10,09:00,45.8,46.9
Region III,Balanga,2025-07-10,10:00,47.2,50.1
Region III,Balanga,2025-07-10,11:00,48.6,50.6
Region III,Balanga,2025-07-10,12:00,43.1,44.8
Region III,Balanga,2025-07-10,13:00,41.2,43.2
Region III,Balanga,2025-07-10,14:00,57.1,58.5
Region III,Balanga,2025-07-10,15:00,55.8,57.8
Region III,Balanga,2025-07-10,16:00,44.0,45.2
Region III,Balanga,2025-07-10,17:00,40.4,41.8
Region III,Balanga,2025-07-10,18:00,45.9,48.8
Region III,Balanga,2025-07-10,19:00,39.4,40.7
Region III,Balanga,2025-07-10,20:00,41.6,44.0
Region III,Balanga,2025-07-10,21:00,59.5,62.2
Region III,Balanga,2025-07-10,22:00,58.4,60.5
Region III,Balanga,2025-07-10,23:00,35.7,36.9
Region III,Balanga,2025-07-11,00:00,51.7,54.7
Region III,Balanga,2025-07-11,01:00,40.8,42.7
Region III,Balanga,2025-07-11,02:00,59.0,61.1
Region III,Balanga,2025-07-11,03:00,49.2,50.9
Region III,Balanga,2025-07-11,04:00,51.8,53.9
Region III,Balanga,2025-07-11,05:00,59.4,60.5
Region III,Balanga,2025-07-11,06:00,45.3,48.0
Region III,Balanga,2025-07-11,07:00,41.0,42.8
Region III,Balanga,2025-07-11,08:00,44.5,46.7
Region III,Balanga,2025-07-11,09:00,48.3,51.0
Region III,Balanga,2025-07-11,10:00,34.4,36.5
Region III,Balanga,2025-07-11,11:00,37.0,39.4
Region III,Balanga,2025-07-11,12:00,41.3,44.0
Region III,Balanga,2025-07-11,13:00,32.6,34.1
Region III,Balanga,2025-07-11,14:00,54.6,56.5
Region III,Balanga,2025-07-11,15:00,43.1,44.1
Region III,Balanga,2025-07-11,16:00,59.4,61.3
Region III,Balanga,2025-07-11,17:00,44.4,47.1
Region III,Balanga,2025-07-11,18:00,35.8,37.6
Region III,Balanga,2025-07-11,19:00,44.6,47.5
Region III,Balanga,2025-07-11,20:00,53.1,56.0
Region III,Balanga,2025-07-11,21:00,53.0,54.8
Region III,Balanga,2025-07-11,22:00,38.3,40.1
Region III,Balanga,2025-07-11,23:00,42.9,44.5
Region III,Balanga,2025-07-12,00:00,33.7,36.6
Region III,Balanga,2025-07-12,01:00,46.6,48.7
Region III,Balanga,2025-07-12,02:00,40.0,41.3
Region III,Balanga,2025-07-12,03:00,32.6,35.3
Region III,Balanga,2025-07-12,04:00,58.6,61.2
Region III,Balanga,2025-07-12,05:00,50.4,51.6
Region III,Balanga,2025-07-12,06:00,57.9,59.6
Region III,Balanga,2025-07-12,07:00,52.7,54.9
Region III,Balanga,2025-07-12,08:00,34.3,35.4
Region III,Balanga,2025-07-12,09:00,46.2,47.3
Region III,Balanga,2025-07-12,10:00,40.9,43.4
Region III,Balanga,2025-07-12,11:00,44.0,46.2
Region III,Balanga,2025-07-12,12:00,46.2,48.4
Region III,Balanga,2025-07-12,13:00,46.5,48.5
Region III,Balanga,2025-07-12,14:00,49.3,51.8
Region III,Balanga,2025-07-12,15:00,33.9,36.7
Region III,Balanga,2025-07-12,16:00,41.4,43.5
Region III,Balanga,2025-07-12,17:00,34.5,36.7
Region III,Balanga,2025-07-12,18:00,34.7,36.3
Region III,Balanga,2025-07-12,19:00,34.8,37.1
Region III,Balanga,2025-07-12,20:00,36.2,38.7
Region III,Balanga,2025-07-12,21:00,34.9,36.5
Region III,Balanga,2025-07-12,22:00,39.7,41.8
Region III,Balanga,2025-07-12,23:00,52.0,54.2
Region III,Balanga,2025-07-13,00:00,33.3,34.7
Region III,Balanga,2025-07-13,01:00,49.7,52.1
Region III,Balanga,2025-07-13,02:00,37.3,39.7
Region III,Balanga,2025-07-13,03:00,35.1,36.5
Region III,Balanga,2025-07-13,04:00,55.0,56.5
Region III,Balanga,2025-07-13,05:00,58.4,60.6
Region III,Balanga,2025-07-13,06:00,56.4,59.1
Region III,Balanga,2025-07-13,07:00,35.6,38.6
Region III,Balanga,2025-07-13,08:00,54.8,55.9
Region III,Balanga,2025-07-13,09:00,33.0,34.8
Region III,Balanga,2025-07-13,10:00,57.6,58.7
Region III,Balanga,2025-07-13,11:00,55.6,56.9
Region III,Balanga,2025-07-13,12:00,36.8,38.1
Region III,Balanga,2025-07-13,13:00,43.6,46.6
Region III,Balanga,2025-07-13,14:00,34.8,37.3
Region III,Balanga,2025-07-13,15:00,46.0,48.6
Region III,Balanga,2025-07-13,16:00,41.0,43.9
Region III,Balanga,2025-07-13,17:00,56.1,58.3
Region III,Balanga,2025-07-13,18:00,45.0,46.6
Region III,Balanga,2025-07-13,19:00,35.0,36.3
Region III,Balanga,2025-07-13,20:00,43.7,44.8
Region III,Balanga,2025-07-13,21:00,54.3,57.0
Region III,Balanga,2025-07-13,22:00,47.9,50.5
Region III,Balanga,2025-07-13,23:00,41.2,44.1
Region IV-A,Calamba,2025-07-09,00:00,38.2,39.5
Region IV-A,Calamba,2025-07-09,01:00,54.9,57.7
Region IV-A,Calamba,2025-07-09,02:00,43.2,44.7
Region IV-A,Calamba,2025-07-09,03:00,43.4,44.7
Region IV-A,Calamba,2025-07-09,04:00,50.8,53.0
Region IV-A,Calamba,2025-07-09,05:00,36.8,39.4
Region IV-A,Calamba,2025-07-09,06:00,58.5,60.1
Region IV-A,Calamba,2025-07-09,07:00,33.0,34.8
Region IV-A,Calamba,2025-07-09,08:00,40.1,41.8
Region IV-A,Calamba,2025-07-09,09:00,45.4,47.6
Region IV-A,Calamba,2025-07-09,10:00,42.0,43.3
Region IV-A,Calamba,2025-07-09,11:00,46.9,49.1
Region IV-A,Calamba,2025-07-09,12:00,59.8,61.7
Region IV-A,Calamba,2025-07-09,13:00,57.5,59.0
Region IV-A,Calamba,2025-07-09,14:00,46.3,47.8
Region IV-A,Calamba,2025-07-09,15:00,37.9,39.9
Region IV-A,Calamba,2025-07-09,16:00,52.6,54.7
Region IV-A,Calamba,2025-07-09,17:00,57.2,59.0
Region IV-A,Calamba,2025-07-09,18:00,57.9,60.2
Region IV-A,Calamba,2025-07-09,19:00,38.3,40.1
Region IV-A,Calamba,2025-07-09,20:00,35.6,37.9
Region IV-A,Calamba,2025-07-09,21:00,38.2,40.1
Region IV-A,Calamba,2025-07-09,22:00,39.7,40.8
Region IV-A,Calamba,2025-07-09,23:00,52.3,53.9
Region IV-A,Calamba,2025-07-10,00:00,47.5,48.7
Region IV-A,Calamba,2025-07-10,01:00,42.7,44.4
Region IV-A,Calamba,2025-07-10,02:00,48.9,50.6
Region IV-A,Calamba,2025-07-10,03:00,51.6,54.1
Region IV-A,Calamba,2025-07-10,04:00,46.9,49.6
Region IV-A,Calamba,2025-07-10,05:00,34.1,37.1
Region IV-A,Calamba,2025-07-10,06:00,46.3,49.3
Region IV-A,Calamba,2025-07-10,07:00,35.3,36.6
Region IV-A,Calamba,2025-07-10,08:00,45.8,48.4
Region IV-A,Calamba,2025-07-10,09:00,34.9,36.2
Region IV-A,Calamba,2025-07-10,10:00,35.6,36.9
Region IV-A,Calamba,2025-07-10,11:00,35.0,36.3
Region IV-A,Calamba,2025-07-10,12:00,40.4,42.4
Region IV-A,Calamba,2025-07-10,13:00,33.3,35.3
Region IV-A,Calamba,2025-07-10,14:00,41.1,42.2
Region IV-A,Calamba,2025-07-10,15:00,35.9,37.7
Region IV-A,Calamba,2025-07-10,16:00,45.0,46.7
Region IV-A,Calamba,2025-07-10,17:00,35.1,36.2
Region IV-A,Calamba,2025-07-10,18:00,48.2,50.8
Region IV-A,Calamba,2025-07-10,19:00,33.1,35.2
Region IV-A,Calamba,2025-07-10,20:00,34.4,35.5
Region IV-A,Calamba,2025-07-10,21:00,56.6,58.2
Region IV-A,Calamba,2025-07-10,22:00,59.7,62.7
Region IV-A,Calamba,2025-07-10,23:00,55.8,57.6
Region IV-A,Calamba,2025-07-11,00:00,50.1,53.0
Region IV-A,Calamba,2025-07-11,01:00,55.0,56.1
Region IV-A,Calamba,2025-07-11,02:00,50.5,52.4
Region IV-A,Calamba,2025-07-11,03:00,36.5,37.6
Region IV-A,Calamba,2025-07-11,04:00,33.2,35.1
Region IV-A,Calamba,2025-07-11,05:00,39.1,41.4
Region IV-A,Calamba,2025-07-11,06:00,32.4,34.6
Region IV-A,Calamba,2025-07-11,07:00,41.2,43.8
Region IV-A,Calamba,2025-07-11,08:00,43.5,45.2
Region IV-A,Calamba,2025-07-11,09:00,46.3,48.8
Region IV-A,Calamba,2025-07-11,10:00,46.1,48.7
Region IV-A,Calamba,2025-07-11,11:00,53.7,55.9
Region IV-A,Calamba,2025-07-11,12:00,36.9,39.1
Region IV-A,Calamba,2025-07-11,13:00,41.0,43.9
Region IV-A,Calamba,2025-07-11,14:00,49.1,50.6
Region IV-A,Calamba,2025-07-11,15:00,59.9,61.4
Region IV-A,Calamba,2025-07-11,16:00,58.0,60.5
Region IV-A,Calamba,2025-07-11,17:00,38.3,40.0
Region IV-A,Calamba,2025-07-11,18:00,36.3,37.9
Region IV-A,Calamba,2025-07-11,19:00,48.5,49.6
Region IV-A,Calamba,2025-07-11,20:00,52.0,54.4
Region IV-A,Calamba,2025-07-11,21:00,52.8,54.7
Region IV-A,Calamba,2025-07-11,22:00,53.4,55.8
Region IV-A,Calamba,2025-07-11,23:00,53.4,54.9
Region IV-A,Calamba,2025-07-12,00:00,37.9,40.1
Region IV-A,Calamba,2025-07-12,01:00,57.1,59.0
Region IV-A,Calamba,2025-07-12,02:00,45.9,47.6
Region IV-A,Calamba,2025-07-12,03:00,34.2,36.7
Region IV-A,Calamba,2025-07-12,04:00,36.5,38.6
Region IV-A,Calamba,2025-07-12,05:00,34.5,36.1
Region IV-A,Calamba,2025-07-12,06:00,32.2,34.6
Region IV-A,Calamba,2025-07-12,07:00,50.4,52.6
Region IV-A,Calamba,2025-07-12,08:00,54.5,56.1
Region IV-A,Calamba,2025-07-12,09:00,41.9,43.6
Region IV-A,Calamba,2025-07-12,10:00,54.8,57.8
Region IV-A,Calamba,2025-07-12,11:00,33.2,35.2
Region IV-A,Calamba,2025-07-12,12:00,43.4,44.5
Region IV-A,Calamba,2025-07-12,13:00,34.9,37.0
Region IV-A,Calamba,2025-07-12,14:00,32.6,35.5
Region IV-A,Calamba,2025-07-12,15:00,39.1,40.1
Region IV-A,Calamba,2025-07-12,16:00,48.2,49.6
Region IV-A,Calamba,2025-07-12,17:00,41.0,43.9
Region IV-A,Calamba,2025-07-12,18:00,37.3,39.8
Region IV-A,Calamba,2025-07-12,19:00,48.3,49.4
Region IV-A,Calamba,2025-07-12,20:00,49.3,50.5
Region IV-A,Calamba,2025-07-12,21:00,39.2,41.6
Region IV-A,Calamba,2025-07-12,22:00,47.2,50.0
Region IV-A,Calamba,2025-07-12,23:00,37.2,38.5
Region IV-A,Calamba,2025-07-13,00:00,59.3,60.8
Region IV-A,Calamba,2025-07-13,01:00,41.7,43.1
Region IV-A,Calamba,2025-07-13,02:00,36.6,38.6
Region IV-A,Calamba,2025-07-13,03:00,55.6,58.3
Region IV-A,Calamba,2025-07-13,04:00,50.2,51.8
Region IV-A,Calamba,2025-07-13,05:00,38.3,40.3
Region IV-A,Calamba,2025-07-13,06:00,42.6,44.2
Region IV-A,Calamba,2025-07-13,07:00,56.1,58.2
Region IV-A,Calamba,2025-07-13,08:00,34.2,36.6
Region IV-A,Calamba,2025-07-13,09:00,46.5,48.7
Region IV-A,Calamba,2025-07-13,10:00,37.7,40.1
Region IV-A,Calamba,2025-07-13,11:00,56.5,58.2
Region IV-A,Calamba,2025-07-13,12:00,39.9,42.4
Region IV-A,Calamba,2025-07-13,13:00,38.6,40.4
Region IV-A,Calamba,2025-07-13,14:00,32.7,35.7
Region IV-A,Calamba,2025-07-13,15:00,44.7,45.9
Region IV-A,Calamba,2025-07-13,16:00,47.0,48.0
Region IV-A,Calamba,2025-07-13,17:00,43.7,44.8
Region IV-A,Calamba,2025-07-13,18:00,36.1,39.0
Region IV-A,Calamba,2025-07-13,19:00,53.4,54.6
Region IV-A,Calamba,2025-07-13,20:00,53.2,55.3
Region IV-A,Calamba,2025-07-13,21:00,53.6,55.6
Region IV-A,Calamba,2025-07-13,22:00,52.0,53.1
Region IV-A,Calamba,2025-07-13,23:00,42.7,44.1
Region IV-A,Lucena,2025-07-09,00:00,57.5,59.0
Region IV-A,Lucena,2025-07-09,01:00,41.2,43.6
Region IV-A,Lucena,2025-07-09,02:00,59.9,61.2
Region IV-A,Lucena,2025-07-09,03:00,48.4,51.3
Region IV-A,Lucena,2025-07-09,04:00,58.3,59.4
Region IV-A,Lucena,2025-07-09,05:00,55.2,57.7
Region IV-A,Lucena,2025-07-09,06:00,40.5,43.0
Region IV-A,Lucena,2025-07-09,07:00,44.6,46.1
Region IV-A,Lucena,2025-07-09,08:00,56.0,58.5
Region IV-A,Lucena,2025-07-09,09:00,34.9,37.9
Region IV-A,Lucena,2025-07-09,10:00,59.0,61.1
Region IV-A,Lucena,2025-07-09,11:00,50.3,51.4
Region IV-A,Lucena,2025-07-09,12:00,35.2,36.2
Region IV-A,Lucena,2025-07-09,13:00,47.3,49.6
Region IV-A,Lucena,2025-07-09,14:00,34.3,36.4
Region IV-A,Lucena,2025-07-09,15:00,59.7,62.4
Region IV-A,Lucena,2025-07-09,16:00,38.8,41.5
Region IV-A,Lucena,2025-07-09,17:00,57.4,60.4
Region IV-A,Lucena,2025-07-09,18:00,50.7,52.4
Region IV-A,Lucena,2025-07-09,19:00,49.0,50.6
Region IV-A,Lucena,2025-07-09,20:00,48.7,51.3
Region IV-A,Lucena,2025-07-09,21:00,34.5,36.2
Region IV-A,Lucena,2025-07-09,22:00,39.7,42.5
Region IV-A,Lucena,2025-07-09,23:00,56.7,59.0
Region IV-A,Lucena,2025-07-10,00:00,57.5,58.9
Region IV-A,Lucena,2025-07-10,01:00,41.4,43.3
Region IV-A,Lucena,2025-07-10,02:00,46.7,48.8
Region IV-A,Lucena,2025-07-10,03:00,53.5,55.6
Region IV-A,Lucena,2025-07-10,04:00,38.2,41.1
Region IV-A,Lucena,2025-07-10,05:00,40.9,42.2
Region IV-A,Lucena,2025-07-10,06:00,49.2,51.0
Region IV-A,Lucena,2025-07-10,07:00,33.3,35.7
Region IV-A,Lucena,2025-07-10,08:00,54.6,56.4
Region IV-A,Lucena,2025-07-10,09:00,55.5,57.5
Region IV-A,Lucena,2025-07-10,10:00,37.9,39.5
Region IV-A,Lucena,2025-07-10,11:00,38.6,41.2
Region IV-A,Lucena,2025-07-10,12:00,59.0,60.2
Region IV-A,Lucena,2025-07-10,13:00,38.4,39.8
Region IV-A,Lucena,2025-07-10,14:00,35.7,38.3
Region IV-A,Lucena,2025-07-10,15:00,58.8,61.7
Region IV-A,Lucena,2025-07-10,16:00,59.3,61.8
Region IV-A,Lucena,2025-07-10,17:00,43.2,45.2
Region IV-A,Lucena,2025-07-10,18:00,47.6,49.5
Region IV-A,Lucena,2025-07-10,19:00,48.6,51.0
Region IV-A,Lucena,2025-07-10,20:00,41.7,43.9
Region IV-A,Lucena,2025-07-10,21:00,36.9,38.1
Region IV-A,Lucena,2025-07-10,22:00,40.2,41.3
Region IV-A,Lucena,2025-07-10,23:00,40.4,41.9
Region IV-A,Lucena,2025-07-11,00:00,53.7,56.5
Region IV-A,Lucena,2025-07-11,01:00,56.3,57.5
Region IV-A,Lucena,2025-07-11,02:00,59.7,62.3
Region IV-A,Lucena,2025-07-11,03:00,59.4,60.9
Region IV-A,Lucena,2025-07-11,04:00,48.7,50.7
Region IV-A,Lucena,2025-07-11,05:00,45.9,47.3
Region IV-A,Lucena,2025-07-11,06:00,49.0,50.6
Region IV-A,Lucena,2025-07-11,07:00,34.3,35.9
Region IV-A,Lucena,2025-07-11,08:00,34.5,35.7
Region IV-A,Lucena,2025-07-11,09:00,38.5,41.2
Region IV-A,Lucena,2025-07-11,10:00,36.6,39.4
Region IV-A,Lucena,2025-07-11,11:00,46.1,48.4
Region IV-A,Lucena,2025-07-11,12:00,50.5,52.9
Region IV-A,Lucena,2025-07-11,13:00,43.4,45.8
Region IV-A,Lucena,2025-07-11,14:00,41.0,42.4
Region IV-A,Lucena,2025-07-11,15:00,51.4,52.8
Region IV-A,Lucena,2025-07-11,16:00,36.3,38.6
Region IV-A,Lucena,2025-07-11,17:00,37.2,39.9
Region IV-A,Lucena,2025-07-11,18:00,41.0,43.0
Region IV-A,Lucena,2025-07-11,19:00,53.2,54.9
Region IV-A,Lucena,2025-07-11,20:00,56.5,59.2
Region IV-A,Lucena,2025-07-11,21:00,50.6,53.4
Region IV-A,Lucena,2025-07-11,22:00,55.9,58.7
Region IV-A,Lucena,2025-07-11,23:00,47.5,49.9
Region IV-A,Lucena,2025-07-12,00:00,51.8,54.5
Region IV-A,Lucena,2025-07-12,01:00,47.7,48.9
Region IV-A,Lucena,2025-07-12,02:00,45.8,48.3
Region IV-A,Lucena,2025-07-12,03:00,52.8,54.4
Region IV-A,Lucena,2025-07-12,04:00,57.1,58.5
Region IV-A,Lucena,2025-07-12,05:00,44.4,46.9
Region IV-A,Lucena,2025-07-12,06:00,57.9,59.7
Region IV-A,Lucena,2025-07-12,07:00,36.0,37.1
Region IV-A,Lucena,2025-07-12,08:00,56.6,57.8
Region IV-A,Lucena,2025-07-12,09:00,50.2,53.2
Region IV-A,Lucena,2025-07-12,10:00,51.3,53.4
Region IV-A,Lucena,2025-07-12,11:00,39.3,40.8
Region IV-A,Lucena,2025-07-12,12:00,40.7,43.0
Region IV-A,Lucena,2025-07-12,13:00,38.0,39.9
Region IV-A,Lucena,2025-07-12,14:00,35.9,38.3
Region IV-A,Lucena,2025-07-12,15:00,38.8,41.8
Region IV-A,Lucena,2025-07-12,16:00,32.8,33.9
Region IV-A,Lucena,2025-07-12,17:00,35.9,38.3
Region IV-A,Lucena,2025-07-12,18:00,44.1,45.6
Region IV-A,Lucena,2025-07-12,19:00,35.7,38.5
Region IV-A,Lucena,2025-07-12,20:00,39.0,41.1
Region IV-A,Lucena,2025-07-12,21:00,33.5,35.2
Region IV-A,Lucena,2025-07-12,22:00,49.5,50.8
Region IV-A,Lucena,2025-07-12,23:00,47.0,48.2
Region IV-A,Lucena,2025-07-13,00:00,35.5,36.7
Region IV-A,Lucena,2025-07-13,01:00,59.4,61.4
Region IV-A,Lucena,2025-07-13,02:00,36.2,38.1
Region IV-A,Lucena,2025-07-13,03:00,51.4,53.6
Region IV-A,Lucena,2025-07-13,04:00,51.5,53.4
Region IV-A,Lucena,2025-07-13,05:00,34.7,36.4
Region IV-A,Lucena,2025-07-13,06:00,54.9,56.8
Region IV-A,Lucena,2025-07-13,07:00,56.6,57.8
Region IV-A,Lucena,2025-07-13,08:00,52.2,53.3
Region IV-A,Lucena,2025-07-13,09:00,58.6,60.4
Region IV-A,Lucena,2025-07-13,10:00,57.5,58.7
Region IV-A,Lucena,2025-07-13,11:00,38.3,39.5
Region IV-A,Lucena,2025-07-13,12:00,44.7,47.1
Region IV-A,Lucena,2025-07-13,13:00,44.5,46.0
